"CASE";"OFFENSE";"OFFENSE DESCRIPTION";"REPORT DATE";"OCC DATE";"DAY OF WEEK";"LOCATION";"Location 1"
"SL2012155288";"2499-13";"STOLEN VEHICLE";"2012-09-04 11:34:00";"2012-09-03 13:00:00";"2";"1500 W 400 S Salt lake City Utah  (40.7606742910005, -111.93439544599971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012129579";"2499-17";"STOLEN VEHICLE";"2012-07-27 10:58:00";"2012-07-27 10:58:00";"6";"1700 W IRIE LN Salt lake City Utah  (40.78063907800049, -111.94013094699972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012196223";"2499-13";"STOLEN VEHICLE";"2012-11-11 11:29:00";"2012-11-10 17:45:00";"7";"2600 E STRINGHAM AVE Salt lake City Utah  (40.72106100500048, -111.81571984399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201264470";"2499-17";"STOLEN VEHICLE";"2012-04-19 07:26:00";"2012-04-18 17:15:00";"4";"100 E 2ND AVE Salt lake City Utah  (40.77150072100045, -111.88814693099971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201252166";"2404-0";"STOLEN VEHICLE";"2012-03-29 22:06:00";"2012-03-29 12:00:00";"5";"600 S 1300 E Salt lake City Utah  (40.75624187300048, -111.85391425399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012118311";"2499-13";"STOLEN VEHICLE";"2012-07-10 21:58:00";"2012-07-10 06:50:00";"3";"300 W 200 S Salt lake City Utah  (40.765028903000484, -111.89981517499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012112201";"2499-17";"STOLEN VEHICLE";"2012-07-02 09:03:00";"2012-07-02 09:03:00";"2";"1100 E WILMINGTON AVE Salt lake City Utah  (40.72324595700047, -111.85897803099971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201214447";"2499-13";"STOLEN VEHICLE";"2012-01-26 09:10:00";"2012-01-26 09:00:00";"5";"500 E 1300 S Salt lake City Utah  (40.74162648400045, -111.87662870199966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201241526";"2404-64";"STOLEN VEHICLE";"2012-03-12 13:09:00";"2012-03-12 13:09:00";"2";"1100 S 1200 W Salt lake City Utah  (40.74541996000045, -111.92572359099967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012126225";"2499-17";"STOLEN VEHICLE";"2012-07-22 15:48:00";"2012-07-22 15:48:00";"1";"900 N 900 W Salt lake City Utah  (40.789054027000475, -111.91682092199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012102569";"2404-64";"STOLEN VEHICLE";"2012-06-18 09:34:00";"2012-06-18 09:34:00";"2";"1000 S 900 E Salt lake City Utah  (40.74727017900045, -111.8653670599997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201260684";"2499-13";"STOLEN VEHICLE";"2012-04-13 07:22:00";"2012-04-13 07:22:00";"6";"500 S 500 E Salt lake City Utah  (40.758393224000486, -111.8768409549997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201283671";"2499-16";"STOLEN VEHICLE";"2012-05-19 09:10:00";"2012-05-19 09:10:00";"7";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012170045";"2499-13";"STOLEN VEHICLE";"2012-09-27 18:03:00";"2012-09-27 17:30:00";"5";"MAIN ST / CENTER ST Salt lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012104667";"2499-15";"STOLEN VEHICLE";"2012-06-21 12:30:00";"2012-06-21 12:30:00";"5";"100 S 600 W Salt lake City Utah  (40.76707287400046, -111.90829136499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20127750";"2499-17";"STOLEN VEHICLE";"2012-01-14 08:41:00";"2012-01-14 08:30:00";"7";"1400 S WEST TEMPLE ST Salt lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012203590";"2499-17";"STOLEN VEHICLE";"2012-11-26 09:14:00";"2012-11-21 17:00:00";"4";"3600 W 1820 S Salt lake City Utah  (40.73090022300045, -111.97728540299971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201261411";"2499-17";"STOLEN VEHICLE";"2012-04-14 08:18:00";"2012-04-14 08:18:00";"7";"1500 W SECRET GARDEN PL Salt lake City Utah  (40.734720808000475, -111.93600015999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012165986";"2499-16";"STOLEN VEHICLE";"2012-09-21 07:47:00";"2012-09-21 07:47:00";"6";"500 S JAKE GARN BLVD Salt lake City Utah  (40.758380074000456, -111.92283511299968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201234335";"2499-17";"STOLEN VEHICLE";"2012-02-29 10:53:00";"2012-02-29 10:24:00";"4";"1600 S PIONEER RD Salt lake City Utah  (40.735451225000475, -111.95804623799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012149476";"2499-17";"STOLEN VEHICLE";"2012-08-26 09:32:00";"2012-08-26 02:00:00";"1";"1400 S WEST TEMPLE ST Salt lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200984";"2499-17";"STOLEN VEHICLE";"2012-11-20 15:40:00";"2012-11-20 15:40:00";"3";"00 S RIO GRANDE ST Salt lake City Utah  (40.76451600700045, -111.90408205999967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200820";"2499-17";"STOLEN VEHICLE";"2012-11-20 09:58:00";"2012-11-20 08:00:00";"3";"700 W 300 N Salt lake City Utah  (40.77588664600046, -111.91125851599969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012109714";"2404-64";"STOLEN VEHICLE";"2012-06-28 15:51:00";"2012-06-28 15:51:00";"5";"6700 W 2100 S Salt lake City Utah  (40.72041267800046, -112.05140270699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012153400";"2499-16";"STOLEN VEHICLE";"2012-09-01 07:54:00";"2012-09-01 07:54:00";"7";"200 W FERN AVE Salt lake City Utah  (40.785027641000454, -111.89697659499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012140470";"2499-13";"STOLEN VEHICLE";"2012-08-13 06:14:00";"2012-08-13 06:14:00";"2";"900 W 300 S Salt lake City Utah  (40.7628501210005, -111.91695757799971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012211874";"2499-13";"STOLEN VEHICLE";"2012-12-11 11:55:00";"2012-12-11 11:55:00";"3";"1000 S 900 E Salt lake City Utah  (40.74727017900045, -111.8653670599997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201292787";"2499-13";"STOLEN VEHICLE";"2012-06-02 18:57:00";"2012-06-02 17:30:00";"7";"2200 S 1300 E Salt lake City Utah  (40.72281101700048, -111.85368533999969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012115323";"2499-13";"STOLEN VEHICLE";"2012-07-06 14:31:00";"2012-07-06 14:31:00";"6";"1500 S PRESTON ST Salt lake City Utah  (40.73680240700048, -111.83556958199966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012184442";"2499-13";"STOLEN VEHICLE";"2012-10-22 00:34:00";"2012-10-21 20:30:00";"1";"100 W 600 S Salt lake City Utah  (40.75632706100049, -111.89405821499969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201293880";"2499-13";"STOLEN VEHICLE";"2012-06-04 14:38:00";"2012-05-31 10:00:00";"5";"200 S MAIN ST Salt lake City Utah  (40.773900565000474, -111.89108483699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012116504";"2499-13";"STOLEN VEHICLE";"2012-07-08 00:50:00";"2012-07-08 00:50:00";"1";"700 W NORTH TEMPLE ST Salt lake City Utah  (40.77162788600049, -111.91150595399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201257055";"2408-0";"STOLEN VEHICLE";"2012-04-06 21:25:00";"2012-04-06 21:25:00";"6";"800 S 500 E Salt lake City Utah  (40.751891954000484, -111.87681276499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012191460";"2499-13";"STOLEN VEHICLE";"2012-11-03 03:55:00";"2012-11-03 03:55:00";"7";"2000 W 1700 S Salt lake City Utah  (40.73315757600045, -111.9472311129997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201235931";"2499-15";"STOLEN VEHICLE";"2012-03-03 00:27:00";"2012-03-02 19:00:00";"6";"600 W SOUTH TEMPLE ST Salt lake City Utah  (40.76932365100049, -111.87414611199966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012206274";"2499-16";"STOLEN VEHICLE";"2012-11-30 18:49:00";"2012-11-28 15:00:00";"4";"400 E SEGO AVE Salt lake City Utah  (40.75497557500046, -111.87951697899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201294907";"2499-13";"STOLEN VEHICLE";"2012-06-06 03:50:00";"2012-06-06 03:50:00";"4";"1700 W SIR JEFFREY WAY Salt lake City Utah  (40.78344145200049, -111.94104875699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201253376";"2499-13";"STOLEN VEHICLE";"2012-03-31 17:52:00";"2012-03-31 17:52:00";"7";"300 S STATE ST Salt lake City Utah  (40.7627420660005, -111.8882624529997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012130920";"2499-17";"STOLEN VEHICLE";"2012-07-29 09:53:00";"2012-07-29 09:53:00";"1";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201266653";"2499-13";"STOLEN VEHICLE";"2012-04-22 12:24:00";"2012-04-22 09:00:00";"1";"1800 S 300 E Salt lake City Utah  (40.73114700500048, -111.88254534699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012108179";"2499-14";"STOLEN VEHICLE";"2012-06-26 13:12:00";"2012-06-26 13:12:00";"3";"1800 S 3200 W Salt lake City Utah  (40.80888623700048, -111.96773001099967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012116734";"2499-17";"STOLEN VEHICLE";"2012-07-08 13:08:00";"2012-07-08 13:08:00";"1";"600 S GUARDSMAN WAY Salt lake City Utah  (40.754930337000474, -111.84544407099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201225525";"2499-13";"STOLEN VEHICLE";"2012-02-14 00:12:00";"2012-02-14 00:12:00";"3";"1500 E KENSINGTON AVE Salt lake City Utah  (40.73623764400048, -111.84784306899968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012185356";"2499-13";"STOLEN VEHICLE";"2012-10-23 16:41:00";"2012-10-23 16:41:00";"3";"200 S REDWOOD RD Salt lake City Utah  (40.84610254400047, -111.9299155819997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012173322";"2499-13";"STOLEN VEHICLE";"2012-10-02 20:32:00";"2012-09-30 20:32:00";"1";"3300 W 1987 S Salt lake City Utah  (40.72858743000046, -111.97046574399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012220332";"2499-13";"STOLEN VEHICLE";"2012-12-28 19:40:00";"2012-12-28 19:40:00";"6";"1000 N 900 W Salt lake City Utah  (40.74764006200047, -111.91688673199968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012137043";"2499-13";"STOLEN VEHICLE";"2012-08-07 21:06:00";"2012-08-07 17:35:00";"3";"200 S RIO GRANDE ST Salt lake City Utah  (40.76482373300047, -111.90411309999968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012166100";"2499-14";"STOLEN VEHICLE";"2012-09-21 12:22:00";"2012-09-21 12:22:00";"6";"900 E DOWNINGTON AVE Salt lake City Utah  (40.731013404000464, -111.8652088019997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201297474";"2404-0";"STOLEN VEHICLE";"2012-06-09 22:34:00";"2012-06-09 20:00:00";"7";"1700 S MAIN ST Salt lake City Utah  (40.73342166700047, -111.89113274199968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012172885";"2499-14";"STOLEN VEHICLE";"2012-10-02 07:58:00";"2012-10-02 07:58:00";"3";"300 N CHICAGO ST Salt lake City Utah  (40.77595046200048, -111.91822086199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201226083";"2499-15";"STOLEN VEHICLE";"2012-02-15 03:57:00";"2012-02-14 19:00:00";"3";"600 E 500 S Salt lake City Utah  (40.75846329100045, -111.87373865999967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012136794";"2499-14";"STOLEN VEHICLE";"2012-08-07 15:12:00";"2012-08-07 15:12:00";"3";"1300 W 1700 S Salt lake City Utah  (40.73332269800045, -111.9286511039997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012163391";"2499-13";"STOLEN VEHICLE";"2012-09-16 20:37:00";"2012-09-15 22:00:00";"7";"600 S BRAMPTON WAY Salt lake City Utah  (40.756360981000455, -111.93645982699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201224580";"2499-13";"STOLEN VEHICLE";"2012-02-12 09:03:00";"2012-02-11 20:00:00";"7";"200 S FOSS ST Salt lake City Utah  (40.76487192500048, -111.9348839059997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012196291";"2499-13";"STOLEN VEHICLE";"2012-11-11 14:47:00";"2012-11-11 14:47:00";"1";"500 N 300 W Salt lake City Utah  (40.78030371400047, -111.89965302699972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012190918";"2499-14";"STOLEN VEHICLE";"2012-11-02 11:00:00";"2012-11-02 11:00:00";"6";"100 W SOUTH TEMPLE ST Salt lake City Utah  (40.769332920000465, -111.88737103299968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201232296";"2499-16";"STOLEN VEHICLE";"2012-02-25 15:38:00";"2012-02-25 15:38:00";"7";"500 S 200 E Salt lake City Utah  (40.75839336000047, -111.88539283499966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20126806";"2499-13";"STOLEN VEHICLE";"2012-01-12 19:39:00";"2012-01-12 19:39:00";"5";"1200 E 2700 S Salt lake City Utah  (40.7126753230005, -111.85636971199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012162753";"2499-13";"STOLEN VEHICLE";"2012-09-15 20:52:00";"2012-09-15 20:52:00";"7";"1200 W 400 N Salt lake City Utah  (40.77804845300045, -111.92552659499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012186987";"2499-14";"STOLEN VEHICLE";"2012-10-26 14:42:00";"2012-10-26 14:42:00";"6";"1200 S JUSTIN KAY CT Salt lake City Utah  (40.7422782160005, -111.91202054199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012137861";"2499-14";"STOLEN VEHICLE";"2012-08-09 08:12:00";"2012-08-09 07:00:00";"5";"1700 W NORTH TEMPLE ST Salt lake City Utah  (40.77166710200049, -111.93938753299972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201288800";"2499-17";"STOLEN VEHICLE";"2012-05-27 07:46:00";"2012-05-27 01:00:00";"1";"2000 E HERBERT AVE Salt lake City Utah  (40.74603459800045, -111.83329759299971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012136073";"2499-13";"STOLEN VEHICLE";"2012-08-06 12:44:00";"2012-08-06 12:44:00";"2";"200 N CENTER ST Salt lake City Utah  (40.77425798900049, -111.89122019099972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012156010";"2499-14";"STOLEN VEHICLE";"2012-09-05 11:36:00";"2012-09-05 11:36:00";"4";"3 S WOLCOTT ST Salt lake City Utah  (40.76918559900048, -111.84879573399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012162135";"2499-13";"STOLEN VEHICLE";"2012-09-14 21:58:00";"2012-09-14 21:58:00";"6";"400 N OAKLEY ST Salt lake City Utah  (40.77811148800049, -111.92694465799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012172608";"2499-17";"STOLEN VEHICLE";"2012-10-01 18:13:00";"2012-10-01 18:13:00";"2";"700 E 100 S Salt lake City Utah  (40.76715280200045, -111.87051084499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012182486";"2499-17";"STOLEN VEHICLE";"2012-10-18 13:43:00";"2012-10-18 13:00:00";"5";"1500 S RIVERSIDE DR Salt lake City Utah  (40.736808960000474, -111.92213837199967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012198142";"2499-13";"STOLEN VEHICLE";"2012-11-15 06:02:00";"2012-11-15 06:02:00";"5";"1400 E SHERMAN AVE Salt lake City Utah  (40.74073378200046, -111.85088727999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012137959";"2499-13";"STOLEN VEHICLE";"2012-08-09 10:17:00";"2012-08-09 10:17:00";"5";"400 E COATSVILLE AVE Salt lake City Utah  (40.731425613000454, -111.87951687799966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012136542";"2499-13";"STOLEN VEHICLE";"2012-08-07 07:29:00";"2012-08-06 19:00:00";"2";"700 W REMINGTON WAY Salt lake City Utah  (40.74447411300048, -111.91223233799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201295303";"2499-17";"STOLEN VEHICLE";"2012-06-06 16:17:00";"2012-05-22 11:30:00";"3";"800 S STATE ST Salt lake City Utah  (40.75187029900047, -111.88826244599971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201249976";"2499-17";"STOLEN VEHICLE";"2012-03-26 09:31:00";"2012-03-26 08:49:00";"2";"900 W MONTAGUE AVE Salt lake City Utah  (40.749058894000484, -111.9169491349997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201223045";"2499-17";"STOLEN VEHICLE";"2012-02-09 18:46:00";"2012-02-09 18:46:00";"5";"200 W SOUTH TEMPLE ST Salt lake City Utah  (40.76932250600049, -111.8852477909997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012124834";"2499-17";"STOLEN VEHICLE";"2012-07-20 15:29:00";"2012-07-20 07:00:00";"6";"800 N 1400 W Salt lake City Utah  (40.7866902450005, -111.93102286199968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201247866";"2499-14";"STOLEN VEHICLE";"2012-03-22 20:20:00";"2012-03-22 20:20:00";"5";"1700 S CONCORD ST Salt lake City Utah  (40.74608063000045, -111.9267163719997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012174858";"2499-17";"STOLEN VEHICLE";"2012-10-05 11:17:00";"2012-10-05 11:17:00";"6";"600 N 3800 W Salt lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012176854";"2404-54";"STOLEN VEHICLE";"2012-10-08 23:53:00";"2012-10-08 23:53:00";"2";"1200 S 300 W Salt lake City Utah  (40.74266257700049, -111.89970547499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012129893";"2499-13";"STOLEN VEHICLE";"2012-07-27 20:00:00";"2012-07-27 20:00:00";"6";"600 S WEST TEMPLE ST Salt lake City Utah  (40.75621014900048, -111.89397510799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201260997";"2499-13";"STOLEN VEHICLE";"2012-04-13 17:35:00";"2012-04-13 15:00:00";"6";"400 E 500 S Salt lake City Utah  (40.758456312000476, -111.87951697299968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201227285";"2499-13";"STOLEN VEHICLE";"2012-02-17 09:29:00";"2012-02-15 18:00:00";"4";"1100 E 2700 S Salt lake City Utah  (40.7126753230005, -111.85927032599972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012130142";"2499-13";"STOLEN VEHICLE";"2012-07-28 04:30:00";"2012-07-28 04:30:00";"7";"500 N REDWOOD RD Salt lake City Utah  (40.78028133000049, -111.93936157599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201226509";"2499-13";"STOLEN VEHICLE";"2012-02-15 20:02:00";"2012-02-15 20:02:00";"4";"2000 S 200 E Salt lake City Utah  (40.72660631000048, -111.82847675699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20124559";"2499-13";"STOLEN VEHICLE";"2012-01-09 11:39:00";"2012-01-09 11:39:00";"2";"1000 W 500 S Salt lake City Utah  (40.74720104200048, -111.90537658899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201211828";"2499-15";"STOLEN VEHICLE";"2012-01-21 11:05:00";"2012-01-21 11:05:00";"7";"700 S 300 E Salt lake City Utah  (40.75405378300047, -111.8825243979997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
